name,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00
Ugly God,1347554,1300000,1250933,1426505,1658473,1700326,1596734,1437890,2121781,1887064,1909546,1698940,1762844,1867301,1676345,1474652,1334613,1300761,1297444,1192057,1122506,1048529,999479,957948,894883,895402,892049,875339,882967,853090,810964,789270,785947,805586,818171,811455
The Deli,1345020,1682800,1876121,1898777,1784560,1646212,1725873,1573168,1648093,1701359,1680280,1592743,1498309,1589519,1705175,1836339,1933355,1855634,1624658,1548364,1578413,1940343,1879670,1747565,1557744,1711090,1624064,1685167,1595304,1433713,1239503,1141965,1208122,1346095,1330319,1205893
David Seville,1344904,48687,32376,26725,25393,23804,25119,24824,27255,44868,99768,504565,1560598,56423,39457,37389,36688,38808,37929,46851,50217,65885,117708,392672,1388670,594176,54699,48101,45135,44226,44417,53280,64469,90793,393330,1056742
Noname,1344227,1873635,1528514,1497796,1790616,1623429,1451809,1362783,1424114,1485713,1368842,1363333,1336278,1361097,1325936,1242004,1209303,1186328,2526669,1541252,1354701,1262833,1145063,1090415,1074738,1122404,1234700,1556755,1350501,1260568,1203036,1164625,1116062,1134336,1143348,1169858
Anna of the North,1343783,1552000,2064391,1503485,1670283,1385745,1697521,1634079,2206526,2711345,2468481,2260366,2036791,2279138,2422502,2488046,2540878,2605617,2565025,2725160,2506792,2384075,2712993,2306394,1956069,2141620,2333988,2424762,2378166,2063668,1903706,1737219,1696976,1663938,1780247,1681810
Paul Kelly,1343045,777096,682853,706925,731152,698927,704002,736189,768174,825676,801067,904714,1504556,917276,843816,821339,903214,916898,918429,879338,884064,838736,862598,1007381,2177186,1012760,879224,847813,873493,815214,808831,785221,774757,835483,845699,948975
Electric Guest,1342574,1534719,1478344,1530161,1518160,1587604,1830244,1842395,1855945,1834704,1809641,1762393,1599203,1696688,1604040,1548771,1713593,1898367,1800949,1812341,1755809,1618011,1572039,1599613,1515305,1586409,1742664,1763075,1741126,1769348,1734151,1694013,1671720,1698515,1674097,1653234
The Strumbellas,1342268,1367242,1432329,1871136,1998814,1871446,1916390,1742432,1610803,1467243,1424227,1363403,1514347,1499771,1483805,1586328,1555005,1621864,1629864,1654406,1739391,2460728,2545536,2410130,2371771,2425338,2538095,2548895,2563295,2455412,2365320,2348489,2287929,2227768,2237074,2170215
Run The Jewels,1341384,1353009,1295856,1230666,1234603,1198698,1254616,1225592,1204375,1187051,1259491,1242448,1398715,1295756,1645991,1809518,1883304,1950895,4279478,2600912,2282378,2095825,1947635,2802810,3618713,3167003,2583238,2366819,2330428,2289774,2186212,1898685,1998067,1809007,1645689,1519011
Metronomy,1340658,1588905,1523461,1504959,1543354,1536483,2239103,2124485,2160923,2612577,2207634,2096837,2048393,2138772,2187025,2198438,2083092,2117523,2227417,2503401,2469471,2297823,2336872,2315909,2283807,2604131,2627627,2927953,2868107,2850969,2790457,2512201,2393531,2659440,2655242,2609983
Kiana Ledé,1338512,1428452,1454047,4584317,4456808,2824112,4084133,3372067,3344274,3129614,3316347,3516173,3030688,3444206,3422512,3784950,4482363,4336675,4588364,4197877,4683766,4206901,3945302,3743045,3828791,3544990,4069684,3887180,3914290,3773667,3601108,3846431,3916885,3864931,3624373,3712086
Namika,1337778,1085949,1008979,937994,912373,865982,963243,979255,931257,845896,809074,874513,1153541,909141,826980,801621,840639,814480,828732,852083,819245,723241,695871,702999,798691,639071,668906,675774,676926,693304,686891,662795,639942,610898,626524,642926
Lipps Inc.,1337731,1439305,1665528,1702535,1733065,1775882,1932287,2021906,2030525,1755617,1818650,1798739,1767458,1870999,1918575,2065459,2170928,2223200,2246634,2331158,2327387,2229544,2252530,2196641,2159872,2380661,2677892,2720276,2795191,2859434,2979167,3104926,3187891,3086124,3120770,2991908
Sleeping With Sirens,1337151,1231100,1234119,1278735,1237512,1254460,1602564,1972538,1991059,2141320,2015468,2005963,1969472,2035174,2035724,1920865,1916639,1894341,1917037,2058884,2199562,2122470,2038669,1978275,1959322,2095589,2142901,2146729,2466966,2204077,2398572,2207232,2192773,2168718,2195585,2182110
Cornelio Vega y su Dinastia,1336078,1360497,1376815,1400390,1381621,1372430,1331796,1379719,1403985,1501022,1514648,1607740,1750487,1767345,1859302,1929047,1889771,1848043,1836622,1915091,1853904,1837302,1757967,1719442,1527758,1450244,1491076,1526836,1752995,1950387,1842245,1719530,1630991,1617703,1644076,1832922
Mick Jenkins,1335563,1377187,1364343,1368152,1302055,1251332,1204432,1169858,1172388,1163481,1152619,1228273,1166315,1741558,1742169,1594824,1593644,1523825,1532155,1507512,1818492,2227341,1614391,1786905,1732141,2085924,1664369,1653999,1721485,1634802,1689400,1954442,1857943,1711172,1988791,2063554
Q-Tip,1335295,1404699,1438103,1525742,1509898,1627378,1690448,1635339,1699233,1674180,1616342,1569499,1535536,1696270,1689641,1625194,1640575,1733305,1730343,1723025,1704347,1628289,1628427,1898441,1570791,1708455,1791681,1999184,2531857,2493898,2373905,2281787,2244489,2178247,2230248,2204838
Marteria,1332940,1223014,1222437,1216511,1259321,1228402,1281861,1311803,1349052,1339072,1294539,1238170,1283360,1244521,1232725,1205827,1196361,1223043,1416960,1363399,1554811,1361570,1401299,1287841,1182565,1179493,1346326,2393080,2474902,2550272,2521928,2137980,2168987,2326494,2373395,1978090
Armand Van Helden,1332786,1613939,1511981,1528480,1556213,1553191,1673815,1765022,1715250,1656044,1776763,1824679,1812459,2035745,2477309,2538399,3078655,2960267,3009821,3102301,3486958,3062075,2844333,2926192,3484957,3723349,3555507,3528166,3578075,3461625,3562208,3705865,3763480,3444821,3476305,3471772
Steve Void,1332658,1440695,1463469,1571019,1539635,1279253,1489055,1581183,1495096,1926840,2297528,2677250,2517958,2894895,3099934,3461571,4226591,4545753,4436390,4234106,4233823,3496906,3120751,2888495,2620689,2833883,2972472,3341825,3498816,3926568,3894005,4618938,4919231,4175599,3752281,3382839
Vianney,1332081,1313334,1237112,1181923,1229655,1200481,1224357,1213001,1210115,1163315,1173615,1153601,1387584,1283000,1297388,1222007,1202283,1487442,1601444,1369739,1384007,1443405,1541369,1815799,1937782,1965991,2067030,1852066,1833790,1951345,1950953,2106775,2012785,1929614,1829001,1833721
Aso,1331835,1481186,1505287,1692063,1828910,1891482,1768089,1540939,1685456,1867289,2112555,2090687,1968831,2105642,2390311,2673069,2447848,2275050,1960249,1925528,1900889,2240728,2120382,2066671,1738488,1713557,1642887,1438942,1234048,1083268,910488,792211,821316,869757,836450,768432
No Rome,1329825,1521326,1445193,873550,999619,1140965,940626,1063305,1048583,1071911,1125260,1094411,1193991,1105525,1077219,980437,990092,949454,1632072,1117765,1134970,1039799,948465,864493,794434,793679,806632,2388427,1306342,1839103,1450651,1197823,1112089,1102541,1173906,1269191
Vegas Jones,1329562,1310242,1258583,1287923,1139481,1109052,1139120,1141555,1204485,1146901,1103770,1308217,1166114,1109836,1123063,998089,943944,938010,916577,850214,943723,853993,953100,1066577,1089818,1023831,1182948,1069490,1002835,987765,908613,917197,980685,953871,932596,982429
BLØF,1328986,1353555,1294724,1218897,1208977,1151086,1151203,1200909,1217887,1199683,1148999,1111009,1155833,1163069,1148870,1138548,1220661,1195732,1135304,1177573,1122902,1052608,1087220,1071091,1097964,1159670,1106605,1170972,1358109,1441339,1335495,1247760,1241246,1160909,1143095,1211098
Justin Moore,1328901,1371927,1446694,1764839,1781783,1998531,2355783,3075438,2778969,2312328,2087819,1972112,1841353,1931618,2053398,2187605,2407644,2691479,3124838,3471800,3409955,2996270,2529790,2363432,2099973,2129152,2105791,2290974,2986545,3679004,3937794,3934081,3643086,2967444,2779862,2596584
B-Case,1328883,1185327,1087739,997364,947499,920629,834339,749289,664923,602629,534949,427331,418089,379193,369299,329829,422493,378824,363396,622158,619019,514901,429384,398898,698551,1254199,968870,782351,712551,646017,619542,1075748,884956,714504,626885,546040
Sandro Cavazza,1328067,4167159,9835641,8314759,8276432,11086210,11123757,10597177,10245234,9477665,9232225,9047480,8785281,11716698,14704483,11198029,10699499,9768282,9350187,9366086,8606788,7458477,7436925,7357276,6969061,7280267,7769180,8031356,8123443,7888172,7731755,7433905,7239256,6978642,6784156,6743240
Fey,1327460,1338552,1495441,1474138,1328546,1310054,1315155,1283870,1295870,1330860,1276466,1261520,1353475,1303319,1394517,1315562,1305633,1340819,1441039,1495541,1564498,1631820,1707986,1702956,1731390,1691541,1771464,1791057,1867960,1874316,1877954,1903300,1903300,1893245,1992288,2130677
Astronomyy,1327364,1417733,1659801,1620410,1845233,1708047,1599461,1424966,1258305,1171810,1103693,1170627,1476331,1586078,1781805,1401193,1250894,1118267,1034671,976726,989639,896503,858212,939194,846588,812552,796316,832191,753654,836680,731904,654739,608401,594525,633812,606658
Betty Who,1327123,1654372,1798356,1739391,2484202,2398109,2426531,2087204,1964916,1905452,1921071,1866827,1652982,1797950,1189964,1115865,1053351,1069299,1045868,985641,949749,903061,851682,934807,1520886,871740,1049274,1062583,1132208,1214344,1201814,1143208,1133413,1143045,1094735,1144298
Alcione,1327077,1132399,1071711,1102141,1111058,1167971,1165005,1117582,1236165,1288685,1391226,1363616,1617338,1504493,1486984,1362911,1380360,1348046,1360343,1366023,1360808,1389682,1404023,1370943,1699456,1629112,1505774,1470921,1519258,1414263,1466724,1390773,1427457,1506052,1460836,1511541
They Dream By Day,1326436,1441885,1344360,1374924,1296266,1192789,1085524,1045695,1114810,1181127,1037976,987573,790870,841306,703746,706308,717408,551061,428125,339552,283566,292484,288788,304725,319960,339489,293854,288385,292541,276922,246502,221691,220968,201795,149538,140474
The Veronicas,1326043,1510497,1477128,1623119,1848696,1845442,1791979,1606569,1643697,1583843,1527896,1520230,1482908,1507242,1542783,1486336,1470226,1555944,1564765,1702453,1594783,1565887,1608004,1567285,1453303,1614550,1649211,1744953,1804274,1893482,2007366,1848183,1813688,1767895,1885650,1859243
DaVido,1324881,1162654,1165485,1163942,1178779,1262466,1407765,1979622,2980728,2379471,2265906,2507480,2523247,2442052,2371791,2125358,2956286,3041562,2977798,2796572,4127485,3137137,3184530,3391056,2953189,2844363,2936391,3318287,3285535,3250308,3288961,3272444,3154371,3636715,3520931,3318026
Jetlag Music,1324676,1325550,1620208,1585420,1517148,1423947,1371927,1442344,1433949,1380800,1491283,1472626,1627789,1720618,1686140,1597500,1556945,1675129,1634883,1609901,1576167,1574124,1567713,1486674,1453411,1509548,1384033,1295505,1212283,1105723,1070988,1151584,1146734,1107096,1067094,1120434
TK Kravitz,1323771,1296717,1275686,1141826,1039505,1004221,985984,975559,973454,980646,952848,945841,914851,858520,817599,755639,694756,682865,676857,651065,622013,600904,603384,545943,511877,513794,520426,500009,484449,472885,463956,458295,404565,315429,319913,317330
Rainbow Kitten Surprise,1323337,1411213,1445276,1549630,1530169,1733608,1723967,1684429,1764720,1873312,1858925,1923266,1840484,1927368,1961709,1936748,1917522,1978717,1950207,2000100,2030199,2001286,2173595,2077747,1951634,2032565,2104004,2155824,2325052,2261143,2313917,2227233,2177896,2152477,2107386,2095080
Trevor Kowalski,1323164,1555256,1491540,1509147,1445332,1388767,1272777,1138732,1210362,1131081,1062610,1007117,857034,969634,920138,917986,961762,867391,766998,708735,544286,474566,453140,480691,423336,506647,505015,483413,468443,411601,368401,326858,319618,350574,355216,349380
Within Temptation,1322941,1442768,1650089,1303322,1258786,1231864,1248348,1226771,1231236,1291063,1296610,1278867,1301560,1350831,1347464,1293409,1293367,1518147,1433768,1468950,1466226,1446928,1458490,1686814,1685272,1672016,1652286,1717233,1711995,1679019,1803676,1852551,1720912,1661131,1623420,1594714
Spoon,1322849,1421811,1453999,1563277,1545714,1579040,1853593,1960081,1988991,1884516,1734669,1781149,1865090,1793499,1765566,1666336,1695715,1696300,1629329,1623467,1617127,1717100,1606828,1558690,1494476,1570527,1668622,1936837,1985856,1844942,1786218,1777144,1794645,1814370,1964167,2166924
Jimmy Buffett,1322323,1175362,1245350,1434318,1547117,1712799,1924312,2397755,2143797,1975324,1842592,1837331,2015072,1828807,1971607,2215049,2536577,3032562,3302634,3670654,3506637,3136480,2724986,2602957,2973886,2616534,2697579,3260679,3487347,3802012,4108499,4392480,3771074,3419535,2979802,2807513
Nohidea,1320183,1450587,1548163,1519740,1362479,1344868,1384093,1394139,1478512,1628091,1811086,1777052,1699223,1846512,2016344,2265220,2255319,2361415,2106655,1955197,1962112,2287956,2317348,2213776,1912046,1914631,1967315,1898410,1755638,1595387,1340618,1248260,1223997,1256470,1197475,1158389
Ryan Adams,1319127,1786031,1804213,1448404,1354570,1388012,1390713,1449435,1479339,1418038,1446424,1428350,1318772,1450468,1459419,1473465,1574945,1561395,1506291,1528076,1480989,1458619,1435866,1359249,1452104,1403497,1403333,1452184,1530677,1605112,1591817,1529679,1542984,1591360,1595469,1592858
Axel,1319029,1274849,1238228,1236572,1210346,1341811,1318051,1436732,1629689,1694869,1723770,1693184,1642968,1722415,1828052,1752910,1718716,1729130,1693340,1677969,1755089,1656394,1602236,1599070,1750471,1688895,1690849,1655152,1649423,1690242,1691145,1721676,1763967,1721681,1948205,2085215
Antonio Carmona,1318480,1357055,1392331,1385119,1406743,1432646,1434071,1410023,1497329,1492851,1534036,1531668,1532685,1596078,1617183,1530815,1516732,1489034,1513453,1463344,1511224,1491797,1531168,1483974,1517361,1498142,1532107,1480328,1883599,2455901,2438240,2169747,2075653,1992790,2089887,1978559
Ini Kamoze,1317640,1337026,1296996,1295928,1328585,1319845,1442289,1511904,1520004,1367758,1339183,1290943,1289543,1378162,1415192,1389700,1564378,1656850,1722823,1796879,1751804,1560040,1512052,1430844,1395126,1455885,1584785,1635173,1704017,1721862,1802153,1767706,1739996,1680334,1608709,1584377
Adam K,1316853,1825551,1381054,1158782,1087525,1093086,1093840,1154094,1172333,1191854,1177211,1148849,1270988,1454419,1514487,1372700,1300533,1287462,1269977,1232320,1186437,1153330,1101029,1152018,1097124,1076013,985851,886045,834613,796598,802071,755554,731265,693352,672836,657298
BAYNK,1316527,1224633,1252936,1274141,1266558,1252117,1353962,1360962,1379689,1224225,1195729,1194206,1223698,1437181,1411632,1424515,1538238,1613408,1573375,1801428,1676142,1645300,1534403,1466785,1687589,2112128,1912770,1680722,1683303,1614018,1600095,1931006,2579720,2491732,2389979,2946524
Trivium,1315387,1390928,1398172,1498727,1517637,1715738,1785548,1682910,1664985,1704555,1605380,1647694,1518841,1555155,1641446,1900521,2026683,1965554,1855962,1949309,1877571,1810900,1684898,1637873,1662146,1672025,1702251,1696844,1742032,1777656,1782298,1921852,2088735,2018076,2191705,1878494
José Luis Rodríguez,1315120,1384246,1478454,1487818,1515212,1475734,1484110,1444705,1570022,1693068,1975811,1765000,1799774,1772976,1838727,1765975,1755425,1882924,1842928,1818911,1874590,1919991,1859320,1889783,1880620,1795016,1904787,1922077,1927355,2132028,2143495,2119907,2245024,2329220,2363642,2400455
Ace Hood,1314616,1349342,1405172,1556385,1563667,1979410,1956934,1888123,1888244,1984760,1999716,2003953,1913576,1992877,2296696,2167216,2042309,2172403,2372828,2213149,2196202,2068295,2121471,2531947,2697776,2770369,2806263,2986821,3042544,3474764,3224595,2352186,3289352,3407323,3176888,3136181
Bass Santana,1314588,2755368,3444954,2233550,2083690,1838179,1882015,1536137,1413528,1340787,1288794,1256202,1332173,1295959,1286739,1216782,1213666,1242409,1289591,1297102,1396175,1378076,1468001,1542988,1539249,1634559,1650229,1637849,1574905,1561085,1585334,1517510,1591570,1655729,1832532,1869368
Bachman-Turner Overdrive,1313583,1427102,1521565,1692385,1715543,1800481,2014245,2069301,2003703,1910109,1752857,1690102,1573738,1697172,1757839,1839317,1993566,2143241,2163250,2198593,2134016,2024213,2062610,1931410,2021590,2082924,2097221,2293261,2491839,2613398,2658682,2810398,2822429,2816616,2842376,2730581
Dontcry,1313296,1605870,1674867,1741274,1569905,1740911,1606615,1422805,1622296,1812088,1832492,1958280,1746079,1993613,2417195,3238107,3223881,3208095,2853504,2727449,2840663,3419456,3350677,3244576,2872849,3196520,3473034,2991908,2789127,2671790,2324703,2165164,1918924,1722136,1648281,1456086
Kenny G,1313208,750918,814664,773822,808513,836036,878063,915919,920790,922317,958381,1140745,1889117,952139,979023,947509,997253,994528,997517,1008618,1011747,1011133,1073814,1223872,1832383,1052000,1065413,1115885,1071791,1031703,1031981,1024745,1048520,1067158,1141734,1705633
Dustin Tebbutt,1312977,1552070,1554194,1533350,1395841,1274957,1258776,1206888,1183267,1233928,1173147,1114851,985480,1106682,1103108,1092947,1209636,1157270,1072055,1083265,1057510,1114654,1214573,1318009,1099952,1209921,1187109,1166473,1160834,1102825,1026827,986891,1010433,1146411,1177835,1160262
Mc Davi,1312495,1375526,2997647,3102726,3065046,2759431,2725120,2915510,3145056,3202398,3210058,3117950,2958367,2745764,2577404,2515708,2199048,2232516,2411605,2415742,2535229,2675311,2601617,2922516,2499989,2287300,2105262,1976719,2303529,6598156,7319888,6746850,6717191,6307721,5160460,5023310
Tyler Ward,1312372,1537610,1568070,1664017,1700275,1779308,1872745,1887536,1986760,2118315,2252658,2356814,2164400,2248536,2351941,2328492,2263340,2252367,2247367,2268965,2268374,2260323,2315372,2273799,2080783,2139072,2164361,2059768,2016323,2021164,1850762,1837602,1923585,1890378,1928198,1881287
You Me At Six,1310769,1275207,1307215,1340238,1368834,1390352,1460872,1474057,1563383,1528059,1433447,1368451,1484798,1438268,1655283,1614900,1578260,1639605,1612342,1597523,1718401,1779461,1887954,1868364,1921408,2490774,2225695,2109642,2207043,2173325,2055115,2149265,2076340,2087402,2127622,2083653
Ted Nugent,1309939,1401543,1427289,1549078,1522081,1521475,1585475,1647829,1662859,1592890,1527436,1477427,1421574,1500160,1560226,1592876,1628724,1777123,1821976,1832980,1830381,1879232,1927676,1783974,1595799,1697829,1774322,1878044,1930912,1963789,1963145,1975916,1943715,1840623,1818633,1761604
Hollow Coves,1309736,1751278,1895498,1869006,1699400,1474481,1480188,1443433,1546304,1601504,1663611,1603500,1415775,1571296,1561666,1539475,1573617,1549349,1507478,1537597,1551582,1654677,1799913,1713696,1664765,1898209,1995241,2042597,2157646,2187476,2204347,2174796,2276233,2324914,2370956,2442494
Alexandra Stan,1308799,1445050,1441343,1462476,1577382,1690553,2061252,2167319,2098056,1810001,1741537,1661575,1719839,1835942,1870427,1958616,2114266,2322227,2615577,2750011,2772533,2373270,2324758,2273615,2319602,2618464,2958115,3192606,3340663,3647290,3832961,3792552,3647290,3625673,3639413,3661220
Little River Band,1308538,1277795,1216055,1335517,1510016,1460252,1495758,1322313,1396015,1394442,1283731,1213618,1148523,1290128,1324408,1366892,1471222,1579657,1599295,1592588,1589537,1577094,1673509,1513563,1613580,1737497,1752580,1230266,1159821,2046434,2050412,2137159,2100537,2071722,2186285,2100878
Krept & Konan,1308318,1386660,1338731,1410602,1842314,1302463,1542540,1955849,2084748,2040208,1985497,2552311,2133771,2043263,1979655,2246250,2167185,2086656,2060281,2091833,2099418,2248450,2094689,1870285,1987845,1827572,1850528,1866376,1919566,1963269,1967511,2274507,1922790,1868031,1914662,1940681
SEVENTEEN,1308154,1515339,1745128,1599318,1678127,1639218,1615231,1511372,1947859,2053732,2024557,1856338,1948475,1940732,1886357,1816262,1804514,1822743,2241483,2786699,2658253,2977079,3028890,3076754,2783410,2782429,2702332,2393963,2820277,2847910,3044421,3129396,3267830,3320088,3834432,4144684
Novo Talos,1307897,1648647,1614737,1535138,1369421,1220728,1143949,1268410,1477648,1579468,1619570,1547843,1384029,1503255,1397652,1274758,1272733,1104954,908962,764220,580656,546639,542640,588525,541395,595513,544567,477274,459697,420560,305342,220429,213549,284131,252831,222111
La Roux,1306491,1645780,1600772,1691336,1778752,1741400,1866073,1866281,1931631,1846733,1811317,2027609,2064878,2284566,2629148,2306123,3180245,2763497,2629516,2611104,3001141,3105969,2780117,2547566,2406720,2541803,2606866,2631900,2712049,2949718,3626340,3884779,3884088,3958343,4112734,3776265
Vilma Palma e Vampiros,1304401,1294154,1341017,1327244,1293069,1318979,1372156,1484925,1614186,1710911,1712338,1756167,1795481,1938887,2003236,1877229,1801662,1810653,1889735,1973444,2098826,2128276,2326136,2277794,2316501,2424873,2496025,2500846,2546363,2519206,2548270,2627897,2654072,2644128,2653632,2670730
MoTrip,1303478,1131843,1272753,1219239,1035355,1033146,1028887,1011983,995533,1035476,1031532,1023603,1128634,1084260,1034400,1206282,1060560,1995496,1843300,1602651,1466315,1370681,1316762,1231611,1204410,1132747,1147627,1147292,1147528,1270729,1163469,1113537,1085859,1118889,1145358,1117800
Charles Aznavour,1302210,1149020,1160229,1113071,1136246,1141606,1154127,1271646,1325586,1287165,1368856,1381659,1748741,1528776,1519953,1532379,1666003,1653829,1658055,1758197,1779565,1729843,1845343,1854361,2361557,1924995,2026732,2012206,1997113,1981102,1920415,1943996,1914085,1871803,1942139,1965652
The Heavy,1301992,1415698,1520967,1599332,1477337,1573828,1561963,1519646,1485350,1624841,1590453,1486162,1366877,1420737,1409766,1371953,1333878,1375277,1383752,1412289,1426447,1408022,1422160,1369281,1312617,1361189,1476090,1618147,1688139,1604839,1568967,1535268,1555966,1576752,1531607,1518760
Kaaris,1301342,1690593,1831384,1759058,1590216,1415181,1541043,1579657,1445122,1555794,1452240,1283588,1304425,1245963,1197024,1076753,1029138,1077462,1171422,1866643,1991232,2254417,1961515,1782139,1889535,1748879,1690859,1978024,1813592,1664677,1604396,1581314,1444305,1421729,1412997,1492727
Big K.R.I.T.,1300059,1260625,1222921,1291108,1347240,1195322,1439889,2191422,1839993,1596871,1452891,1458583,1279159,1271062,1261330,1194260,1092147,1113358,1250304,1145171,1218213,1182476,1120058,1075263,1084986,1079263,1085645,1112629,1315345,1260382,1202192,1177782,1272851,1160531,1214551,1248144
Xavier Omär,1299051,1302903,1407677,1477271,1430371,1257720,1146399,1024854,1032369,1041445,1041334,1110430,1109819,959461,973074,906204,855886,852006,859379,837719,850376,1033585,1320733,1238108,1333589,1377194,1374739,1362981,1319951,1193429,1151934,1048529,963682,1000592,954150,919824
La Unión,1297788,1302429,1375192,1368694,1404355,120407,125584,123711,127847,139259,137016,134087,130832,136048,148733,1683990,1674748,1658045,1741321,1789078,1802616,1748381,1813304,1763306,1816019,1848504,1907762,1967178,2016145,2027976,2076500,2200189,2307260,2315736,2291134,2172936
Eddie Santiago,1297182,1202755,1393569,1513496,1562908,1594275,1610909,1716976,1782188,1875224,1889717,1890887,2013863,1924957,2036024,1963419,1933924,2026296,2083573,2167043,2256909,2284513,2388349,2454663,2657219,2600972,2666538,2813407,2875081,2934139,3019268,3105834,3086219,3229805,3233970,3252574
Breno Miranda,1296658,1243427,1220305,1220939,1150711,1116279,1078278,1162975,1172431,1205451,1218555,1208378,1293343,1276980,1196489,1151104,966042,948668,955634,985856,977591,969303,942134,912095,944418,951157,852497,792179,816096,766030,761106,777051,1010598,1038880,951524,914895
Jerrod Niemann,1296445,1360698,1487682,1525614,1666434,1524950,1471950,1422657,1363080,1276098,1146823,962928,933609,876235,954876,1022756,1103730,1285579,1267696,1210112,1304345,1192668,1170371,1098537,970381,1028879,1169886,1258620,1287817,1365854,1432725,1446428,1364086,1301096,1268940,1231757
Sinfonico,1295956,1164313,1126231,1158552,1111070,1118046,1030535,947113,999821,1013912,1001044,970974,967162,936812,963502,856223,825317,865544,852927,815850,793550,761473,768569,765139,750553,753067,774539,780876,794994,806834,817529,824430,868081,878133,924513,993205
Rupert Gregson-Williams,1295082,1517905,1477595,1632769,1856791,1701303,1465085,1389065,1325972,1305984,1325242,1345420,1390758,1387587,1338692,1325115,1398199,1395962,1384827,1326932,1333731,1354413,1377161,1446189,1409213,1411078,1394937,1442344,1397053,1308736,1240792,1160422,1167794,1190251,1294673,1193385
Cœur De Pirate,1294638,737776,730371,745011,687672,826047,773081,858859,852816,902551,928586,964320,1201000,1146590,895942,888458,897142,871293,868357,861742,830504,808906,953076,1026739,1596665,1038829,1027094,1002547,961919,1043645,1045172,973505,933927,1067041,1200161,1155595
Joep Beving,1293573,1531883,1521163,1488513,1742042,1623260,1440197,1147465,1011763,1031858,1145227,1082658,1160193,1632256,1685796,1519079,1757967,1917535,1459974,1061944,999894,966171,1001558,1021063,1098349,1217954,1160193,1167051,1278163,1148939,1097070,1225824,1234265,1507099,1669064,1652054
Bingo Players,1293519,1371509,1392383,1479520,1387790,1397804,1621573,1586196,1481818,1490665,1449671,1518488,1570831,1729047,1825545,1815268,1799891,1861077,1935633,2076311,1907170,1886466,1942892,2463407,2591043,2624311,2897048,2928867,3072456,3098301,3105003,2983305,3045114,3018912,3043910,2944897
Jacob Banks,1292709,1397012,1381226,1247257,1474636,1597816,1408596,1320528,1321727,1314227,1340787,1360757,1277642,1290440,1283251,1262163,1247208,1424445,1323736,1561271,1540873,1645203,1796718,1835637,1710875,1798873,2007861,2120262,2057297,2059361,1971954,1978750,2004656,2052648,2103484,2086736
Grace Carter,1292444,1782659,2071780,2055719,1974068,2313826,2032155,1843369,1748132,1844629,2096091,1999668,2150228,2286140,2115897,1856332,1726755,1525455,1356952,1519573,1404329,1348824,1479598,1502475,1330052,1435713,1435143,1399600,1406380,1439088,1310078,1289694,1397542,1467292,1590116,1676271
Coez,1291841,2059262,2342599,2538162,2696806,2535252,2745256,2610814,2582158,2390712,2429033,2369767,2410140,2337727,2120405,1827886,1812245,1813107,1750991,1671119,1660610,1598005,1543895,1462847,1389091,1347862,1506548,1512234,1652523,1804514,1759503,1586568,1694225,1781308,1765652,2229309
Conrad Sewell,1290933,1469620,1434165,1441411,1322411,1258125,1163442,1061121,1052586,1026143,1010553,978279,1089284,1025742,997768,927913,918178,1031668,905884,926168,1130520,3914918,3932549,3787206,3579623,3707683,3905548,4018222,4170036,4171798,4332431,4279182,4248956,4004784,3960787,3843497
Pop Evil,1290919,1399182,1395656,1468240,1445193,1458165,1519169,1517063,1514703,1503615,1485618,1392821,1324012,1403428,1433368,1383468,1348336,1711274,1835757,1834952,1840571,1813953,1850394,1894548,1875469,1903380,1923598,2066104,2087526,2157779,2104041,1946546,1919261,1981605,1998202,1940203
Chase Atlantic,1289095,1390419,1473017,1361035,1316850,1363201,1420481,1494746,1518794,1544950,1674847,1720050,1752479,1882527,1913521,1986587,2053292,2109149,2521407,2719848,2888479,2810179,3066014,3157393,3175916,3788689,4178016,4619838,5219435,6279620,6529020,6992178,7166494,7043043,7349460,7336046
Escape the Fate,1288169,1416018,1435021,1508898,1462412,1437657,1445717,1428175,1466789,1502148,1436331,1424935,1384602,1445943,1521509,1476094,1460961,1523457,1552215,1583078,1648941,1751416,1970591,1808171,1702301,2065273,1973983,2107439,2253379,2212497,2094269,1938919,1915190,2013461,2005333,1893397
Mathieu Koss,1287896,1240579,1126082,1008490,1201695,1499512,1774843,1484278,1459705,1223775,1181988,1117312,1065330,1079372,1058939,972508,776454,827690,756812,809030,3028010,2790142,2599993,2816381,2686775,2990469,3435644,2881587,2777159,2689137,2777427,2554024,2453708,2255697,2037810,1771859
